surgery,age,tempRectal,pulse,respiratoryRate,tempExtrem,pulsePeripheral,mucousMembranes,capilaryRefillTime,pain,peristalsis,abdominalDistension,nasogastricTube,nasogastricReflux,rectalExamination,abdomen,cellVolume,totalProtein,surgicalLesion,pathologyData,lesionSite,lesionType,lesionSubtype,lesionCode,outcome,tempRectalMissing,pulseMissing,respiratoryRateMissing,tempExtremMissing,pulsePeripheralMissing,mucousMembranesMissing,capilaryRefillTimeMissing,painMissing,peristalsisMissing,abdominalDistensionMissing,nasogastricTubeMissing,nasogastricRefluxMissing,rectalExaminationMissing,abdomenMissing,cellVolumeMissing,totalProteinMissing,tempRectalDiscr,pulseDiscr,respiratoryRateDiscr,cellVolumeDiscr,totalProteinDiscr,tempExtrem_cold,tempExtrem_cool,tempExtrem_normal,tempExtrem_warm,pulsePeripheral_absent,pulsePeripheral_increased,pulsePeripheral_normal,pulsePeripheral_reduced,mucousMembranes_brightPink,mucousMembranes_brightRedInjected,mucousMembranes_darkCyanotic,mucousMembranes_normalPink,mucousMembranes_paleCyanotic,mucousMembranes_palePink,pain_alert,pain_continuousSevere,pain_depressed,pain_intermittentMild,pain_intermittentSevere,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominalDistension_moderate,abdominalDistension_none,abdominalDistension_severe,abdominalDistension_slight,nasogastricTube_none,nasogastricTube_significant,nasogastricTube_slight,nasogastricReflux_<1liter,nasogastricReflux_>1liter,nasogastricReflux_none,rectalExamination_absent,rectalExamination_decreased,rectalExamination_increased,rectalExamination_normal,abdomen_distendedLarge,abdomen_distendedSmall,abdomen_firmFecesLarge,abdomen_normal,abdomen_other,lesionSite_allIntestinalSites,lesionSite_bladder,lesionSite_cecum,lesionSite_colon,lesionSite_colonCecum,lesionSite_colonDescending,lesionSite_colonTransverse,lesionSite_gastric,lesionSite_intestine,lesionSite_none,lesionSite_uterus,lesionType_inflamation,lesionType_none,lesionType_other,lesionType_simple,lesionType_strangulation,lesionSubtype_mechanical,lesionSubtype_none,lesionSubtype_paralytic,lesionCode_adynamic,lesionCode_displacement,lesionCode_extrinsic,lesionCode_hernia,lesionCode_intrinsic,lesionCode_intussuption,lesionCode_lipoma,lesionCode_none,lesionCode_obturation,lesionCode_thromboembolic,lesionCode_torsion,outcome_died,outcome_euthanized,outcome_lived
yes,adult,1.645483676455005,0.566267421076168,1.6151824495713025,cold,absent,darkCyanotic,>=3,continuousSevere,absent,severe,none,none,absent,distendedLarge,1.3490578036461778,0.16142586743787501,no,no,colon,strangulation,none,torsion,euthanized,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,high,normal,high,high,normal,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,-0.4230787589850382,-0.8637189297337748,-1.1082638226180797,normal,normal,normalPink,<3,intermittentMild,hypomotile,moderate,none,none,decreased,distendedLarge,-0.9472752294366971,-0.6645262089903159,yes,no,colon,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,1.0090029270888308,1.7102565017241222,1.9900974041858668,cold,reduced,paleCyanotic,>=3,depressed,absent,moderate,none,<1liter,absent,distendedLarge,0.9033687709627671,1.5636235785834083,no,no,colon,strangulation,none,torsion,euthanized,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,high,high,high,high,high,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
no,adult,-1.5369200703758201,0.42326878599517376,1.232209274716111,cool,reduced,brightRedInjected,>=3,intermittentSevere,hypermotile,slight,none,>1liter,increased,normal,2.139772321707505,-0.7221507724620502,no,yes,colonCecum,inflamation,none,none,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,high,high,low,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,-0.2639585716434947,-1.2927148349767577,-1.1082638226180797,cool,normal,normalPink,<3,intermittentSevere,normal,slight,significant,<1liter,decreased,other,-0.9472752294366971,1.9477873350616366,no,no,colon,simple,mechanical,obturation,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,low,low,high,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
yes,adult,0.37252217772266805,-1.006717564814769,-0.22063959918589865,cool,reduced,paleCyanotic,<3,continuousSevere,absent,moderate,slight,none,absent,distendedLarge,0.4714660441306643,2.0246200863572823,yes,no,colon,strangulation,none,torsion,lived,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,normal,low,normal,normal,high,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
no,adult,-0.5821989463265818,-1.1497161998957635,-1.1082638226180797,cool,normal,brightPink,<3,intermittentMild,hypomotile,moderate,slight,none,absent,distendedSmall,0.4714660441306643,-0.6645262089903159,yes,yes,intestine,strangulation,none,hernia,euthanized,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,normal,low,low,normal,low,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yes,adult,-0.4230787589850382,-0.8494190662256754,-0.08196925250020315,normal,normal,normalPink,<3,alert,hypomotile,none,none,none,decreased,distendedLarge,-0.339823211332199,0.3266162827235131,no,no,colonCecum,inflamation,none,none,died,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,normal,low,normal,normal,normal,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,-2.6507613817666136,0.20877083337368232,0.25581679193687595,normal,normal,normalPink,<3,continuousSevere,hypomotile,none,none,none,decreased,distendedLarge,-1.3609912052959852,1.9477873350616366,yes,no,colon,simple,mechanical,intrinsic,lived,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,low,normal,normal,low,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
yes,adult,0.21340199038112453,-0.005727119247809117,0.25581679193687595,cold,reduced,palePink,>=3,intermittentMild,hypomotile,moderate,slight,none,decreased,distendedLarge,-0.22870670244028438,-0.6645262089903159,yes,yes,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,young,0.5316423650642116,0.941638838163778,1.3792450334068127,normal,normal,normalPink,<3,intermittentMild,hypomotile,none,slight,none,decreased,normal,-0.015469720735392947,-0.6837343968142273,yes,yes,bladder,none,none,none,lived,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,normal,normal,high,normal,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-1.377799883034288,-0.7922196121932777,0.3920550660065412,normal,normal,palePink,<3,alert,hypomotile,slight,none,none,normal,normal,-0.12063891995856849,-0.6645262089903159,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,low,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,1.3272433017719178,-0.29172438940979767,0.6389002381374747,cool,normal,paleCyanotic,>=3,intermittentMild,hypomotile,slight,none,>1liter,absent,distendedLarge,-0.12063891995856849,-0.6453180211664045,yes,yes,intestine,simple,mechanical,extrinsic,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,low,normal,normal,low,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.5316423650642116,-0.22022507186930054,0.10940244178291668,cool,reduced,paleCyanotic,>=3,continuousSevere,absent,severe,slight,none,decreased,distendedLarge,-0.015469720735392947,-0.6107432830833639,no,no,allIntestinalSites,inflamation,none,none,died,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,normal,low,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
yes,adult,0.37252217772266805,0.28027015091417945,0.25581679193687595,cold,reduced,normalPink,<3,intermittentMild,hypomotile,moderate,significant,<1liter,absent,distendedLarge,-1.6618620127173636,-0.6991009470733566,yes,yes,colonDescending,strangulation,none,lipoma,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,low,low,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
yes,adult,-1.059559508351201,-0.434723024490792,1.315308458110335,cool,reduced,normalPink,<3,intermittentMild,hypomotile,slight,slight,>1liter,decreased,distendedSmall,-1.21838968918518,-0.6837343968142273,yes,no,intestine,strangulation,none,lipoma,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low,low,high,low,low,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
yes,adult,0.5316423650642116,1.1382619614001452,0.8577656996345353,cool,reduced,paleCyanotic,<3,intermittentSevere,hypomotile,severe,slight,<1liter,absent,distendedSmall,0.6150978652309865,-0.030656010801239152,yes,no,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,normal,normal,high,normal,normal,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.5821989463265818,-1.1497161998957635,-1.7555766858456436,normal,normal,normalPink,<3,alert,normal,none,slight,none,normal,other,-0.8182115367139827,-0.6645262089903159,yes,no,colon,simple,mechanical,obturation,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,1.9637240511380807,1.7102565017241222,1.232209274716111,cool,reduced,brightRedInjected,<3,depressed,hypomotile,moderate,none,<1liter,absent,distendedLarge,0.9841170235236013,1.5252072029355854,no,no,gastric,other,none,none,euthanized,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,high,high,high,high,high,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
yes,adult,-1.2186796956927446,-0.7922196121932777,0.3920550660065412,cool,reduced,paleCyanotic,<3,intermittentSevere,absent,none,slight,none,normal,distendedSmall,-0.015469720735392947,-0.6299514709072753,yes,yes,intestine,strangulation,none,hernia,lived,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,low,low,normal,normal,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
no,adult,-1.5369200703758201,-0.005727119247809117,-0.22063959918589865,cool,increased,paleCyanotic,>=3,intermittentSevere,hypomotile,moderate,significant,none,absent,distendedSmall,-0.12063891995856849,-0.5953767328242348,yes,yes,intestine,strangulation,none,hernia,euthanized,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,low,normal,normal,normal,low,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yes,adult,0.5316423650642116,0.4947681035356709,0.055472623033907945,normal,normal,palePink,<3,intermittentSevere,absent,moderate,slight,none,decreased,distendedLarge,-0.015469720735392947,-0.6491596587311866,yes,yes,colon,strangulation,none,lipoma,died,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
no,adult,0.5316423650642116,-1.1497161998957635,-1.1082638226180797,normal,normal,normalPink,<3,depressed,hypermotile,none,none,none,decreased,other,-0.9472752294366971,1.640456329879054,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,low,low,high,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,1.1681231144303743,-1.006717564814769,-1.4068867581181195,cool,normal,normalPink,<3,depressed,hypomotile,slight,none,none,decreased,other,-1.508699906684141,1.5252072029355854,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,high,low,low,low,high,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,-0.5821989463265818,-0.434723024490792,-0.22063959918589865,normal,reduced,palePink,>=3,continuousSevere,absent,severe,slight,<1liter,absent,distendedLarge,0.6501746667545668,1.9477873350616366,yes,no,intestine,strangulation,none,torsion,euthanized,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,normal,low,normal,high,high,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yes,adult,0.054281803039592326,-0.005727119247809117,-0.8474715157423722,normal,normal,normalPink,<3,intermittentMild,hypomotile,moderate,none,none,normal,distendedLarge,-1.21838968918518,-0.6875760343790095,yes,no,colon,simple,paralytic,adynamic,lived,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,normal,normal,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,-0.5821989463265818,-0.5777216595717862,-1.1082638226180797,normal,normal,brightPink,<3,depressed,hypermotile,none,slight,none,normal,normal,-0.12063891995856849,1.6788727055268768,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,normal,low,low,normal,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-1.059559508351201,-0.8637189297337748,-1.1082638226180797,normal,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,-0.9472752294366971,-0.6837343968142273,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,low,low,low,low,low,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-0.5821989463265818,-0.8637189297337748,0.3920550660065412,normal,normal,palePink,<3,depressed,hypermotile,slight,none,none,absent,distendedLarge,-0.9472752294366971,-0.6760511216846627,no,no,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,normal,low,normal,low,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
no,adult,0.5316423650642116,-0.434723024490792,0.8577656996345353,cool,normal,brightPink,<3,depressed,hypermotile,slight,slight,none,decreased,other,0.3788749103749963,1.3331253246964714,no,no,none,none,none,none,lived,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,normal,low,high,normal,high,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,0.21340199038112453,-0.434723024490792,1.232209274716111,cool,reduced,paleCyanotic,>=3,intermittentSevere,hypomotile,severe,slight,none,absent,distendedLarge,1.1405588847903856,-0.6414763836016223,yes,no,colon,strangulation,none,torsion,died,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,normal,low,high,high,low,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
no,adult,-0.2639585716434947,-0.434723024490792,0.3920550660065412,normal,normal,palePink,<3,intermittentMild,hypomotile,none,none,none,normal,normal,0.4714660441306643,-0.6645262089903159,no,no,none,none,none,none,lived,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,normal,low,normal,normal,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.8498827397472986,-0.8637189297337748,-0.22063959918589865,warm,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,-1.3609912052959852,1.4867908272877626,no,no,none,none,none,none,lived,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,high,low,normal,low,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,0.054281803039592326,-0.8637189297337748,-0.22063959918589865,warm,normal,normalPink,>=3,intermittentMild,hypomotile,none,slight,none,normal,other,-1.3609912052959852,-0.6798927592494451,no,no,colon,simple,mechanical,obturation,lived,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,normal,low,normal,low,low,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
yes,adult,0.37252217772266805,1.1382619614001452,0.8577656996345353,normal,normal,palePink,<3,depressed,absent,slight,slight,<1liter,absent,distendedSmall,0.9033687709627671,-0.6069016455185816,yes,no,intestine,simple,paralytic,adynamic,lived,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,normal,normal,high,high,low,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yes,adult,-0.741319133668114,0.28027015091417945,0.7016095726207853,cool,reduced,darkCyanotic,<3,continuousSevere,absent,none,slight,<1liter,decreased,normal,0.4714660441306643,1.1794598221051802,yes,no,colonCecum,strangulation,none,intussuption,lived,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,low,normal,high,normal,high,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
yes,adult,0.37252217772266805,0.42326878599517376,0.25581679193687595,cool,normal,brightRedInjected,>=3,intermittentSevere,hypomotile,moderate,slight,<1liter,absent,distendedSmall,0.18672182104553078,-0.6453180211664045,yes,no,intestine,inflamation,none,none,died,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,normal,normal,normal,normal,low,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
no,adult,2.2819644258211675,1.2812605964811394,1.3555228336870249,cool,reduced,darkCyanotic,>=3,depressed,absent,moderate,none,>1liter,decreased,distendedLarge,1.2163790898222109,-0.626109833342493,no,yes,colonCecum,inflamation,none,none,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,normal,high,high,low,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
no,adult,-0.741319133668114,-0.8637189297337748,-0.3600214206623611,warm,normal,normalPink,<3,alert,hypermotile,none,none,none,normal,normal,-0.015469720735392947,1.9862037107094594,no,no,none,none,none,none,lived,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low,low,normal,normal,high,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes,adult,1.9637240511380807,-0.6492209771122834,1.8733889964341177,normal,normal,brightPink,<3,depressed,hypomotile,slight,none,none,decreased,distendedSmall,-0.6931477991935595,-0.7029425846381387,yes,yes,intestine,strangulation,none,intussuption,lived,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,high,low,high,low,low,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
